upc,ean,gtin,asin,mpn,title,internalSKU,internalUrl,price,categoryLevel1,categoryLevel2,stockQuantity
,,,,,Tough Nut,TNUT,https://odonnellmoonshine.co.uk/products/tough-nut,1995,,,3
